,name,proximal_neighborhood,map_neighborhood,lat,lng,distance,neighborhood,categories,address,labeledLatLngs,postalCode,cc,city,state,country,formattedAddress,crossStreet,id
7,Golden Unicorn Restaurant 麒麟金閣,,,40.713628504646834,-73.99723023176193,2946,,Dim Sum Restaurant,18 E Broadway,"[{'label': 'display', 'lat': 40.713628504646834, 'lng': -73.99723023176193}]",10002,US,New York,NY,United States,"['18 E Broadway (at Catherine St)', 'New York, NY 10002', 'United States']",at Catherine St,3fd66200f964a520ece31ee3
8,YOTEL New York,,,40.759171152139054,-73.99526845262133,2710,,Hotel,570 10th Ave,"[{'label': 'display', 'lat': 40.759171152139054, 'lng': -73.99526845262133}]",10036,US,New York,NY,United States,"['570 10th Ave (at W 42nd St)', 'New York, NY 10036', 'United States']",at W 42nd St,4da5dd2fcda1c55f755f88c5
9,New York Nightclubs VIP,,,40.7447697097984,-73.98710489273071,970,,Nightclub,244 5th Ave Ste A268,"[{'label': 'display', 'lat': 40.7447697097984, 'lng': -73.98710489273071}]",10001,US,New York,NY,United States,"['244 5th Ave Ste A268', 'New York, NY 10001', 'United States']",,4ea20db67beb98c09b7f9e0f
10,Peligro Night Club,,,40.721885681152344,-73.9871597290039,1774,,Nightclub,184 Ludlow St,"[{'label': 'display', 'lat': 40.721885681152344, 'lng': -73.9871597290039}]",10002,US,New York,NY,United States,"['184 Ludlow St (E Houston St)', 'New York, NY 10002', 'United States']",E Houston St,4bdcf6b6edf50f471addc834
11,Babylon Hookah Lounge,,,40.745495410150944,-73.9776819211828,973,,Hookah Bar,208 E 34th St,"[{'label': 'display', 'lat': 40.745495410150944, 'lng': -73.9776819211828}, {'label': 'entrance', 'lat': 40.745379, 'lng': -73.977679}]",10016,US,New York,NY,United States,"['208 E 34th St (at 3rd Ave)', 'New York, NY 10016', 'United States']",at 3rd Ave,4dc725b01f6ef43b8a4056b4
12,Ave night club,,,40.7235273,-73.997321,2032,,Pub,,"[{'label': 'display', 'lat': 40.7235273, 'lng': -73.997321}]",10012,US,New York,NY,United States,"['116 10th Ave', 'New York, NY 10012', 'United States']",116 10th Ave,4e3e3828aeb73139a1846b2e
13,Ammos Night Club,,,40.754124,-73.977017,1918,,Nightclub,,"[{'label': 'display', 'lat': 40.754124, 'lng': -73.977017}]",,US,,New York,United States,"['New York', 'United States']",,4e6c58e7d4c09a17a590df4f
14,Marquee,,,40.75009748526309,-74.00281424780948,2308,,Nightclub,289 10th Ave,"[{'label': 'display', 'lat': 40.75009748526309, 'lng': -74.00281424780948}]",10001,US,New York,NY,United States,"['289 10th Ave (btwn W 26th & W 27th St)', 'New York, NY 10001', 'United States']",btwn W 26th & W 27th St,40a2ba80f964a520fef21ee3
15,KTU Professional Radio DJ Night Club and Lounge,,,40.720443,-74.005319,2750,,Nightclub,32 Avenue of the Americas,"[{'label': 'display', 'lat': 40.720443, 'lng': -74.005319}]",10013,US,New York,NY,United States,"['32 Avenue of the Americas', 'New York, NY 10013', 'United States']",,4c177cb57bf1d13a4235e881
16,Studio 21,,,40.74158156799786,-73.99358492738803,1138,,Lounge,59 W 21st St,"[{'label': 'display', 'lat': 40.74158156799786, 'lng': -73.99358492738803}]",10010,US,New York,NY,United States,"['59 W 21st St (btwn 5th & 6th Ave.)', 'New York, NY 10010', 'United States']",btwn 5th & 6th Ave.,4cb765c8bac937042643d47c
17,Escuelita,,,40.755623449055406,-73.99118474661114,2210,,Gay Bar,301 W 39th St,"[{'label': 'display', 'lat': 40.755623449055406, 'lng': -73.99118474661114}]",10018,US,New York,NY,United States,"['301 W 39th St (btwn 8th & 9th Ave.)', 'New York, NY 10018', 'United States']",btwn 8th & 9th Ave.,3fd66200f964a5208ee71ee3
18,Arena Night Club,,,40.7549440897888,-73.98593451199434,2011,,Nightclub,135 W 41st St,"[{'label': 'display', 'lat': 40.7549440897888, 'lng': -73.98593451199434}]",10036,US,New York,NY,United States,"['135 W 41st St (btwn 6th Ave. & Broadway)', 'New York, NY 10036', 'United States']",btwn 6th Ave. & Broadway,4a73d7b0f964a52088dd1fe3
19,TAO Downtown,,,40.74253880753354,-74.00381208666427,1983,,Asian Restaurant,92 9th Ave,"[{'label': 'display', 'lat': 40.74253880753354, 'lng': -74.00381208666427}, {'label': 'entrance', 'lat': 40.742575, 'lng': -74.00397}]",10011,US,New York,NY,United States,"['92 9th Ave (at W 16th St)', 'New York, NY 10011', 'United States']",at W 16th St,523c7e56498ef9332c5ce675
20,Avenue,,,40.74411375620596,-74.00664166038882,2265,,Nightclub,116 10th Ave,"[{'label': 'display', 'lat': 40.74411375620596, 'lng': -74.00664166038882}]",10011,US,New York,NY,United States,"['116 10th Ave (btwn 17th & 18th St)', 'New York, NY 10011', 'United States']",btwn 17th & 18th St,4ad9f641f964a5206e1c21e3
21,Lavo,,,40.762919168049976,-73.97133777386868,2984,,Nightclub,39 E 58th St,"[{'label': 'display', 'lat': 40.762919168049976, 'lng': -73.97133777386868}]",10022,US,New York,NY,United States,"['39 E 58th St (btwn Park & Madison Ave)', 'New York, NY 10022', 'United States']",btwn Park & Madison Ave,4c7ecc952042b1f79b0dc1ad
22,Evolve Lounge,,,40.76049935159113,-73.96597594796832,2899,,Gay Bar,221 E 58th St,"[{'label': 'display', 'lat': 40.76049935159113, 'lng': -73.96597594796832}, {'label': 'entrance', 'lat': 40.760535, 'lng': -73.965912}]",10022,US,New York,NY,United States,"['221 E 58th St (at 3rd Ave.)', 'New York, NY 10022', 'United States']",at 3rd Ave.,4bc39cd3abf495216305c493
23,1 OAK,,,40.743837587991024,-74.00635657271195,2232,,Nightclub,453 W 17th St,"[{'label': 'display', 'lat': 40.743837587991024, 'lng': -74.00635657271195}]",10011,US,New York,NY,United States,"['453 W 17th St (btwn 9th & 10th Ave)', 'New York, NY 10011', 'United States']",btwn 9th & 10th Ave,4b73ab13f964a520dbb72de3
0,VANDAL Nightclub,,,40.721200701082005,-73.99345526074791,2228,Wakefield,Nightclub,199 Bowery Lowr Level,"[{'label': 'display', 'lat': 40.721200701082005, 'lng': -73.99345526074791}]",10002,US,New York,NY,United States,"['199 Bowery Lowr Level', 'New York, NY 10002', 'United States']",,
1,Golden Unicorn Restaurant 麒麟金閣,,,40.713628504646834,-73.99723023176193,1667,Co-op City,Dim Sum Restaurant,18 E Broadway,"[{'label': 'display', 'lat': 40.713628504646834, 'lng': -73.99723023176193}]",10002,US,New York,NY,United States,"['18 E Broadway (at Catherine St)', 'New York, NY 10002', 'United States']",at Catherine St,
2,Bonfire Nightclub,,,40.73374801031597,-73.99958834964578,2832,Eastchester,Nightclub,404 Avenue of the Americas,"[{'label': 'display', 'lat': 40.73374801031597, 'lng': -73.99958834964578}]",10011,US,New York,NY,United States,"['404 Avenue of the Americas (W 8th Street)', 'New York, NY 10011', 'United States']",W 8th Street,
3,KTU Professional Radio DJ Night Club and Lounge,,,40.720443,-74.005319,1359,Fieldston,Nightclub,32 Avenue of the Americas,"[{'label': 'display', 'lat': 40.720443, 'lng': -74.005319}]",10013,US,New York,NY,United States,"['32 Avenue of the Americas', 'New York, NY 10013', 'United States']",,
4,Ave night club,,,40.7235273,-73.997321,2094,Riverdale,Pub,,"[{'label': 'display', 'lat': 40.7235273, 'lng': -73.997321}]",10012,US,New York,NY,United States,"['116 10th Ave', 'New York, NY 10012', 'United States']",116 10th Ave,
5,3001N Night Club,,,40.724151611328125,-74.03633117675781,2132,Kingsbridge,Nightclub,475 Washington Blvd,"[{'label': 'display', 'lat': 40.724151611328125, 'lng': -74.03633117675781}]",07310,US,Jersey City,NJ,United States,"['475 Washington Blvd', 'Jersey City, NJ 07310', 'United States']",,
6,Peligro Night Club,,,40.721885681152344,-73.9871597290039,2740,Marble Hill,Nightclub,184 Ludlow St,"[{'label': 'display', 'lat': 40.721885681152344, 'lng': -73.9871597290039}]",10002,US,New York,NY,United States,"['184 Ludlow St (E Houston St)', 'New York, NY 10002', 'United States']",E Houston St,
0,VANDAL Nightclub,,,40.721200701082005,-73.99345526074791,2137,Wakefield,Nightclub,199 Bowery Lowr Level,"[{'label': 'display', 'lat': 40.721200701082005, 'lng': -73.99345526074791}]",10002,US,New York,NY,United States,"['199 Bowery Lowr Level', 'New York, NY 10002', 'United States']",,
1,Golden Unicorn Restaurant 麒麟金閣,,,40.713628504646834,-73.99723023176193,1346,Co-op City,Dim Sum Restaurant,18 E Broadway,"[{'label': 'display', 'lat': 40.713628504646834, 'lng': -73.99723023176193}]",10002,US,New York,NY,United States,"['18 E Broadway (at Catherine St)', 'New York, NY 10002', 'United States']",at Catherine St,
2,Bonfire Nightclub,,,40.73374801031597,-73.99958834964578,3109,Eastchester,Nightclub,404 Avenue of the Americas,"[{'label': 'display', 'lat': 40.73374801031597, 'lng': -73.99958834964578}]",10011,US,New York,NY,United States,"['404 Avenue of the Americas (W 8th Street)', 'New York, NY 10011', 'United States']",W 8th Street,
3,KTU Professional Radio DJ Night Club and Lounge,,,40.720443,-74.005319,1551,Fieldston,Nightclub,32 Avenue of the Americas,"[{'label': 'display', 'lat': 40.720443, 'lng': -74.005319}]",10013,US,New York,NY,United States,"['32 Avenue of the Americas', 'New York, NY 10013', 'United States']",,
4,Ave night club,,,40.7235273,-73.997321,2146,Riverdale,Pub,,"[{'label': 'display', 'lat': 40.7235273, 'lng': -73.997321}]",10012,US,New York,NY,United States,"['116 10th Ave', 'New York, NY 10012', 'United States']",116 10th Ave,
5,Peligro Night Club,,,40.721885681152344,-73.9871597290039,2576,Kingsbridge,Nightclub,184 Ludlow St,"[{'label': 'display', 'lat': 40.721885681152344, 'lng': -73.9871597290039}]",10002,US,New York,NY,United States,"['184 Ludlow St (E Houston St)', 'New York, NY 10002', 'United States']",E Houston St,
6,3001N Night Club,,,40.724151611328125,-74.03633117675781,2879,Marble Hill,Nightclub,475 Washington Blvd,"[{'label': 'display', 'lat': 40.724151611328125, 'lng': -74.03633117675781}]",07310,US,Jersey City,NJ,United States,"['475 Washington Blvd', 'Jersey City, NJ 07310', 'United States']",,
7,Arena Night Club,,,40.68966,-73.98129,3149,Woodlawn,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
0,PureNY Nightclub,,,40.76005082320337,-73.90125017948878,1536,Wakefield,Nightclub,62-05 30th Ave,"[{'label': 'display', 'lat': 40.76005082320337, 'lng': -73.90125017948878}]",11377,US,Woodside,NY,United States,"['62-05 30th Ave', 'Woodside, NY 11377', 'United States']",,4bc92319511f9521eb4aadc7
1,Doha Nightclub NYC,,,40.753056,-73.933011,2258,Co-op City,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.753056, 'lng': -73.933011}]",11101,US,Long Island City,NY,United States,"['3834 31st St', 'Long Island City, NY 11101', 'United States']",,5a58a0b5c47cf954cad00ad1
2,Embassy Nightclub & Lounge,,,40.744403,-73.931507,2997,Eastchester,Nightclub,33-02 Queens Blvd,"[{'label': 'display', 'lat': 40.744403, 'lng': -73.931507}]",11101,US,Queens,NY,United States,"['33-02 Queens Blvd (33rd Street)', 'Long Island City, NY 11101', 'United States']",,57da0f88498e0dee5c0e75ee
3,Pappagallo Night Club,,,40.7689831,-73.9106053,428,Fieldston,Nightclub,Steinway Street,"[{'label': 'display', 'lat': 40.7689831, 'lng': -73.9106053}]",11103,US,Astoria,NY,United States,"['Steinway Street (31st Street)', 'Astoria, NY 11103', 'United States']",,4c84340251ada1cd2b3b2d10
4,La Boom,,,40.75359733615381,-73.90445285361817,1909,Riverdale,Nightclub,5615 Northern Blvd,"[{'label': 'display', 'lat': 40.75359733615381, 'lng': -73.90445285361817}]",11377,US,Woodside,NY,United States,"['5615 Northern Blvd (at 57th St)', 'Woodside, NY 11377', 'United States']",,4b65438ff964a52013eb2ae3
5,Amnesia Night Club,,,40.758767618875446,-73.91986486617026,1141,Kingsbridge,Lounge,,"[{'label': 'display', 'lat': 40.758767618875446, 'lng': -73.91986486617026}]",11103,US,Astoria,NY,United States,"['Astoria, NY 11103', 'United States']",,4c6772f29cedd13abfca78a1
6,Purlieu,,,40.75538156703345,-73.92763805335761,1776,Marble Hill,Lounge,36-04 34th Street,"[{'label': 'display', 'lat': 40.75538156703345, 'lng': -73.92763805335761}]",11106,US,Astoria,NY,United States,"['36-04 34th Street (36th Avenue & 34th Street)', 'Astoria, NY 11106', 'United States']",,5166fa34e4b0503b7758067a
7,Medusa Night Club,,,40.76374935949807,-73.90428606748786,1095,Woodlawn,Nightclub,25-18 50th St,"[{'label': 'display', 'lat': 40.76374935949807, 'lng': -73.90428606748786}]",11377,US,Woodside,NY,United States,"['25-18 50th St (25th avenue)', 'Woodside, NY 11377', 'United States']",,53118e23498e874d47549229
8,LIT NYC GENTLEMEN CLUB,,,40.75427616575544,-73.92264652206751,1690,Norwood,Nightclub,35-35 Steinway St,"[{'label': 'display', 'lat': 40.75427616575544, 'lng': -73.92264652206751}]",11101,US,Astoria,NY,United States,"['35-35 Steinway St (Steinway street)', 'Astoria, NY 11101', 'United States']",,528276f211d215cb2b1f7e1f
9,Pa'l Karajo,,,40.75407611068678,-73.89992237091064,2083,Williamsbridge,Nightclub,6207 Northern Blvd.,"[{'label': 'display', 'lat': 40.75407611068678, 'lng': -73.89992237091064}]",11377,US,Jackson Heights,NY,United States,"['6207 Northern Blvd.', 'Jackson Heights, NY 11377', 'United States']",,4e1958dad1648b83483b7adf
10,Deseos,,,40.744478756410295,-73.91179197024843,2694,Baychester,Nightclub,5215 Roosevelt Ave,"[{'label': 'display', 'lat': 40.744478756410295, 'lng': -73.91179197024843}]",11377,US,Woodside,NY,United States,"['5215 Roosevelt Ave (Roosevelt Av)', 'Woodside, NY 11377', 'United States']",,4d8439daf9f3a1cd5e03b264
11,Chango Night Club,,,40.75291146727775,-73.93293673154425,2266,Pelham Parkway,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.75291146727775, 'lng': -73.93293673154425}]",11101,US,Long Island City,NY,United States,"['3834 31st St (btwn 38th & 39th Ave.)', 'Long Island City, NY 11101', 'United States']",,4c021817fd082d7f18f90785
0,PureNY Nightclub,,,40.76005082320337,-73.90125017948878,1526,,Nightclub,62-05 30th Ave,"[{'label': 'display', 'lat': 40.76005082320337, 'lng': -73.90125017948878}]",11377,US,Woodside,NY,United States,"['62-05 30th Ave', 'Woodside, NY 11377', 'United States']",,4bc92319511f9521eb4aadc7
1,Melao Night Club,,,40.747616,-73.886475,1303,,Nightclub,7905 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747616, 'lng': -73.886475}]",11372,US,Jackson Heights,NY,United States,"['7905 Roosevelt Ave', 'Jackson Heights, NY 11372', 'United States']",,51ac180a498e83fcf1d990ed
2,Amadeus Nightclub,,,40.73939815942513,-73.88442149897578,1660,,Nightclub,79-51 Albion Ave,"[{'label': 'display', 'lat': 40.73939815942513, 'lng': -73.88442149897578}]",11373,US,Elmhurst,NY,United States,"['79-51 Albion Ave', 'Elmhurst, NY 11373', 'United States']",,56609d3b498efe11e6679c4f
3,Embassy Nightclub & Lounge,,,40.744403,-73.931507,2511,,Nightclub,33-02 Queens Blvd,"[{'label': 'display', 'lat': 40.744403, 'lng': -73.931507}]",11101,US,Queens,NY,United States,"['33-02 Queens Blvd (33rd Street)', 'Long Island City, NY 11101', 'United States']",33rd Street,57da0f88498e0dee5c0e75ee
4,Doha Nightclub NYC,,,40.753056,-73.933011,2732,,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.753056, 'lng': -73.933011}]",11101,US,Long Island City,NY,United States,"['3834 31st St', 'Long Island City, NY 11101', 'United States']",,5a58a0b5c47cf954cad00ad1
5,La Boom,,,40.75359733615381,-73.90445285361817,836,,Nightclub,5615 Northern Blvd,"[{'label': 'display', 'lat': 40.75359733615381, 'lng': -73.90445285361817}]",11377,US,Woodside,NY,United States,"['5615 Northern Blvd (at 57th St)', 'Woodside, NY 11377', 'United States']",at 57th St,4b65438ff964a52013eb2ae3
6,Deseos,,,40.744478756410295,-73.91179197024843,864,,Nightclub,5215 Roosevelt Ave,"[{'label': 'display', 'lat': 40.744478756410295, 'lng': -73.91179197024843}]",11377,US,Woodside,NY,United States,"['5215 Roosevelt Ave (Roosevelt Av)', 'Woodside, NY 11377', 'United States']",Roosevelt Av,4d8439daf9f3a1cd5e03b264
7,Pa'l Karajo,,,40.75407611068678,-73.89992237091064,875,,Nightclub,6207 Northern Blvd.,"[{'label': 'display', 'lat': 40.75407611068678, 'lng': -73.89992237091064}]",11377,US,Jackson Heights,NY,United States,"['6207 Northern Blvd.', 'Jackson Heights, NY 11377', 'United States']",,4e1958dad1648b83483b7adf
8,Mangos Night Club,,,40.747257,-73.887091,1248,,Bar,,"[{'label': 'display', 'lat': 40.747257, 'lng': -73.887091}]",11373,US,Elmhurst,NY,United States,"['Elmhurst, NY 11373', 'United States']",,503aaf62e4b021b47a29e7d2
9,Flamingo,,,40.747835557616135,-73.88117802604035,1750,,Nightclub,85-12 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747835557616135, 'lng': -73.88117802604035}]",,US,Corona,NY,United States,"['85-12 Roosevelt Ave', 'Corona, NY', 'United States']",,4dc7728bae608779d16c3358
10,Hairo's Night Club,,,40.74776077270508,-73.88443756103516,1476,,Nightclub,81-09 Roosevelt Ave,"[{'label': 'display', 'lat': 40.74776077270508, 'lng': -73.88443756103516}]",11372,US,Jackson Heights,NY,United States,"['81-09 Roosevelt Ave', 'Jackson Heights, NY 11372', 'United States']",,4c02ae136c349c741736750c
11,Purlieu,,,40.75538156703345,-73.92763805335761,2396,,Lounge,36-04 34th Street,"[{'label': 'display', 'lat': 40.75538156703345, 'lng': -73.92763805335761}]",11106,US,Astoria,NY,United States,"['36-04 34th Street (36th Avenue & 34th Street)', 'Astoria, NY 11106', 'United States']",36th Avenue & 34th Street,5166fa34e4b0503b7758067a
12,LIT NYC GENTLEMEN CLUB,,,40.75427616575544,-73.92264652206751,1963,,Nightclub,35-35 Steinway St,"[{'label': 'display', 'lat': 40.75427616575544, 'lng': -73.92264652206751}]",11101,US,Astoria,NY,United States,"['35-35 Steinway St (Steinway street)', 'Astoria, NY 11101', 'United States']",Steinway street,528276f211d215cb2b1f7e1f
13,Amnesia Night Club,,,40.758767618875446,-73.91986486617026,2054,,Lounge,,"[{'label': 'display', 'lat': 40.758767618875446, 'lng': -73.91986486617026}]",11103,US,Astoria,NY,United States,"['Astoria, NY 11103', 'United States']",,4c6772f29cedd13abfca78a1
14,Pappagallo Night Club,,,40.7689831,-73.9106053,2625,,Nightclub,Steinway Street,"[{'label': 'display', 'lat': 40.7689831, 'lng': -73.9106053}]",11103,US,Astoria,NY,United States,"['Steinway Street (31st Street)', 'Astoria, NY 11103', 'United States']",31st Street,4c84340251ada1cd2b3b2d10
15,Medusa Night Club,,,40.76374935949807,-73.90428606748786,1947,,Nightclub,25-18 50th St,"[{'label': 'display', 'lat': 40.76374935949807, 'lng': -73.90428606748786}]",11377,US,Woodside,NY,United States,"['25-18 50th St (25th avenue)', 'Woodside, NY 11377', 'United States']",25th avenue,53118e23498e874d47549229
16,Chango Night Club,,,40.75291146727775,-73.93293673154425,2722,,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.75291146727775, 'lng': -73.93293673154425}]",11101,US,Long Island City,NY,United States,"['3834 31st St (btwn 38th & 39th Ave.)', 'Long Island City, NY 11101', 'United States']",btwn 38th & 39th Ave.,4c021817fd082d7f18f90785
0,PureNY Nightclub,,,40.76005082320337,-73.90125017948878,1794,Wakefield,Nightclub,62-05 30th Ave,"[{'label': 'display', 'lat': 40.76005082320337, 'lng': -73.90125017948878}]",11377,US,Woodside,NY,United States,"['62-05 30th Ave', 'Woodside, NY 11377', 'United States']",,
1,Melao Night Club,,,40.747616,-73.886475,575,Co-op City,Nightclub,7905 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747616, 'lng': -73.886475}]",11372,US,Jackson Heights,NY,United States,"['7905 Roosevelt Ave', 'Jackson Heights, NY 11372', 'United States']",,
2,Amadeus Nightclub,,,40.73939815942513,-73.88442149897578,1407,Eastchester,Nightclub,79-51 Albion Ave,"[{'label': 'display', 'lat': 40.73939815942513, 'lng': -73.88442149897578}]",11373,US,Elmhurst,NY,United States,"['79-51 Albion Ave', 'Elmhurst, NY 11373', 'United States']",,
3,Flamingo,,,40.747835557616135,-73.88117802604035,481,Fieldston,Nightclub,85-12 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747835557616135, 'lng': -73.88117802604035}]",,US,Corona,NY,United States,"['85-12 Roosevelt Ave', 'Corona, NY', 'United States']",,
4,Hairo's Night Club,,,40.74776077270508,-73.88443756103516,489,Riverdale,Nightclub,81-09 Roosevelt Ave,"[{'label': 'display', 'lat': 40.74776077270508, 'lng': -73.88443756103516}]",11372,US,Jackson Heights,NY,United States,"['81-09 Roosevelt Ave', 'Jackson Heights, NY 11372', 'United States']",,
5,Mangos Night Club,,,40.747257,-73.887091,637,Kingsbridge,Bar,,"[{'label': 'display', 'lat': 40.747257, 'lng': -73.887091}]",11373,US,Elmhurst,NY,United States,"['Elmhurst, NY 11373', 'United States']",,
6,La Boom,,,40.75359733615381,-73.90445285361817,1833,Marble Hill,Nightclub,5615 Northern Blvd,"[{'label': 'display', 'lat': 40.75359733615381, 'lng': -73.90445285361817}]",11377,US,Woodside,NY,United States,"['5615 Northern Blvd (at 57th St)', 'Woodside, NY 11377', 'United States']",at 57th St,
7,Pa'l Karajo,,,40.75407611068678,-73.89992237091064,1460,Woodlawn,Nightclub,6207 Northern Blvd.,"[{'label': 'display', 'lat': 40.75407611068678, 'lng': -73.89992237091064}]",11377,US,Jackson Heights,NY,United States,"['6207 Northern Blvd.', 'Jackson Heights, NY 11377', 'United States']",,
8,Deseos,,,40.744478756410295,-73.91179197024843,2582,Norwood,Nightclub,5215 Roosevelt Ave,"[{'label': 'display', 'lat': 40.744478756410295, 'lng': -73.91179197024843}]",11377,US,Woodside,NY,United States,"['5215 Roosevelt Ave (Roosevelt Av)', 'Woodside, NY 11377', 'United States']",Roosevelt Av,
9,Pappagallo Night Club,,,40.7689831,-73.9106053,3011,Williamsbridge,Nightclub,Steinway Street,"[{'label': 'display', 'lat': 40.7689831, 'lng': -73.9106053}]",11103,US,Astoria,NY,United States,"['Steinway Street (31st Street)', 'Astoria, NY 11103', 'United States']",31st Street,
10,Medusa Night Club,,,40.76374935949807,-73.90428606748786,2234,Baychester,Nightclub,25-18 50th St,"[{'label': 'display', 'lat': 40.76374935949807, 'lng': -73.90428606748786}]",11377,US,Woodside,NY,United States,"['25-18 50th St (25th avenue)', 'Woodside, NY 11377', 'United States']",25th avenue,
11,LIT NYC GENTLEMEN CLUB,,,40.75427616575544,-73.92264652206751,3368,Pelham Parkway,Nightclub,35-35 Steinway St,"[{'label': 'display', 'lat': 40.75427616575544, 'lng': -73.92264652206751}]",11101,US,Astoria,NY,United States,"['35-35 Steinway St (Steinway street)', 'Astoria, NY 11101', 'United States']",Steinway street,
12,Amnesia Night Club,,,40.758767618875446,-73.91986486617026,3213,City Island,Lounge,,"[{'label': 'display', 'lat': 40.758767618875446, 'lng': -73.91986486617026}]",11103,US,Astoria,NY,United States,"['Astoria, NY 11103', 'United States']",,
0,Amadeus Nightclub,,,40.73939815942513,-73.88442149897578,567,Wakefield,Nightclub,79-51 Albion Ave,"[{'label': 'display', 'lat': 40.73939815942513, 'lng': -73.88442149897578}]",11373,US,Elmhurst,NY,United States,"['79-51 Albion Ave', 'Elmhurst, NY 11373', 'United States']",,
1,PureNY Nightclub,,,40.76005082320337,-73.90125017948878,2429,Co-op City,Nightclub,62-05 30th Ave,"[{'label': 'display', 'lat': 40.76005082320337, 'lng': -73.90125017948878}]",11377,US,Woodside,NY,United States,"['62-05 30th Ave', 'Woodside, NY 11377', 'United States']",,
2,Melao Night Club,,,40.747616,-73.886475,568,Eastchester,Nightclub,7905 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747616, 'lng': -73.886475}]",11372,US,Jackson Heights,NY,United States,"['7905 Roosevelt Ave', 'Jackson Heights, NY 11372', 'United States']",,
3,Flamingo,,,40.747835557616135,-73.88117802604035,423,Fieldston,Nightclub,85-12 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747835557616135, 'lng': -73.88117802604035}]",,US,Corona,NY,United States,"['85-12 Roosevelt Ave', 'Corona, NY', 'United States']",,
4,Hairo's Night Club,,,40.74776077270508,-73.88443756103516,475,Riverdale,Nightclub,81-09 Roosevelt Ave,"[{'label': 'display', 'lat': 40.74776077270508, 'lng': -73.88443756103516}]",11372,US,Jackson Heights,NY,United States,"['81-09 Roosevelt Ave', 'Jackson Heights, NY 11372', 'United States']",,
5,Mangos Night Club,,,40.747257,-73.887091,581,Kingsbridge,Bar,,"[{'label': 'display', 'lat': 40.747257, 'lng': -73.887091}]",11373,US,Elmhurst,NY,United States,"['Elmhurst, NY 11373', 'United States']",,
6,La Boom,,,40.75359733615381,-73.90445285361817,2196,Marble Hill,Nightclub,5615 Northern Blvd,"[{'label': 'display', 'lat': 40.75359733615381, 'lng': -73.90445285361817}]",11377,US,Woodside,NY,United States,"['5615 Northern Blvd (at 57th St)', 'Woodside, NY 11377', 'United States']",at 57th St,
7,Pa'l Karajo,,,40.75407611068678,-73.89992237091064,1902,Woodlawn,Nightclub,6207 Northern Blvd.,"[{'label': 'display', 'lat': 40.75407611068678, 'lng': -73.89992237091064}]",11377,US,Jackson Heights,NY,United States,"['6207 Northern Blvd.', 'Jackson Heights, NY 11377', 'United States']",,
8,Deseos,,,40.744478756410295,-73.91179197024843,2542,Norwood,Nightclub,5215 Roosevelt Ave,"[{'label': 'display', 'lat': 40.744478756410295, 'lng': -73.91179197024843}]",11377,US,Woodside,NY,United States,"['5215 Roosevelt Ave (Roosevelt Av)', 'Woodside, NY 11377', 'United States']",Roosevelt Av,
9,LIT NYC GENTLEMEN CLUB,,,40.75427616575544,-73.92264652206751,3639,Williamsbridge,Nightclub,35-35 Steinway St,"[{'label': 'display', 'lat': 40.75427616575544, 'lng': -73.92264652206751}]",11101,US,Astoria,NY,United States,"['35-35 Steinway St (Steinway street)', 'Astoria, NY 11101', 'United States']",Steinway street,
10,Medusa Night Club,,,40.76374935949807,-73.90428606748786,2907,Baychester,Nightclub,25-18 50th St,"[{'label': 'display', 'lat': 40.76374935949807, 'lng': -73.90428606748786}]",11377,US,Woodside,NY,United States,"['25-18 50th St (25th avenue)', 'Woodside, NY 11377', 'United States']",25th avenue,
0,Amadeus Nightclub,,,40.73939815942513,-73.88442149897578,2351,Wakefield,Nightclub,79-51 Albion Ave,"[{'label': 'display', 'lat': 40.73939815942513, 'lng': -73.88442149897578}]",11373,US,Elmhurst,NY,United States,"['79-51 Albion Ave', 'Elmhurst, NY 11373', 'United States']",,
1,Melao Night Club,,,40.747616,-73.886475,2567,Co-op City,Nightclub,7905 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747616, 'lng': -73.886475}]",11372,US,Jackson Heights,NY,United States,"['7905 Roosevelt Ave', 'Jackson Heights, NY 11372', 'United States']",,
2,Flamingo,,,40.747835557616135,-73.88117802604035,2141,Eastchester,Nightclub,85-12 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747835557616135, 'lng': -73.88117802604035}]",,US,Corona,NY,United States,"['85-12 Roosevelt Ave', 'Corona, NY', 'United States']",,
3,Mangos Night Club,,,40.747257,-73.887091,2609,Fieldston,Bar,,"[{'label': 'display', 'lat': 40.747257, 'lng': -73.887091}]",11373,US,Elmhurst,NY,United States,"['Elmhurst, NY 11373', 'United States']",,
